Year,Region,Country,Crop,Area_hectares,Yield_t_per_ha,Winter_Tmax,Spring_Tmax,Summer_Tmax,Autumn_Tmax,Winter_Tmin,Spring_Tmin,Summer_Tmin,Autumn_Tmin,Spring_Temp_Mean,Summer_Temp_Mean,Flowering_Temp,Grain_Filling_Temp,Summer_Tmax_Peak,Spring_Tmin_Coldest,Spring_Temp_Range,Summer_Temp_Range,Spring_GDD,Summer_GDD,Winter_Rain,Spring_Rain,Summer_Rain,Autumn_Rain,Planting_Rain,Grain_Filling_Rain,Harvest_Rain,Annual_Rain,Rain_Deviation_from_Optimal,Spring_Rain_Squared,Summer_Rain_Squared,Winter_Sun,Spring_Sun,Summer_Sun,Autumn_Sun,Grain_Filling_Sun,Flowering_Sun,Summer_Sun_per_Rain,Winter_Frost,Spring_Frost,Autumn_Frost,Late_Spring_Frost,Spring_Temp_x_Rain,Summer_Temp_x_Rain,Summer_Temp_x_Sun,Heat_Stress,Cold_Spring,Extreme_Summer_Rain,Drought_Spring
2007,West_DE,Germany,Winter_Barley,290495,5.728,6.619482040405273,16.616642634073894,21.95166269938151,12.471696058909098,1.4967207411925,5.4227151075998945,12.122105598449709,5.180881182352702,11.019678870836897,17.03688414891561,20.82432651519775,22.13030242919922,22.308019638061523,2.0168278217315674,11.193927526474,9.829557100931805,991.7710983753204,1533.3195734024048,263.31200408935547,189.58022046089172,319.7878952026367,199.33562088012695,68.70827221870422,206.0324935913086,217.59576416015625,972.0157406330108,51.68158009431863,35940.659990000306,102264.29791813256,114.49755668640135,654.3279266357422,708.2835083007812,269.29194259643555,488.5221710205078,488.68641662597656,2.2079496106091208,30.0,5.0,10.0,2.0,2089.113149741489,5448.189322792888,15548.000669753335,1,0,0,0
2008,Nord_DE,Germany,Oats,31236,4.094,6.05109969774882,13.41529369354248,22.56737200419108,13.030959129333496,1.1371868997812271,3.969344655672709,12.182816823323568,6.222452322642009,8.692319174607595,17.375094413757324,21.14488410949707,22.930258750915527,23.487154006958008,1.32856023311615,9.445949037869772,10.384555180867514,782.3087257146835,1563.7584972381592,167.1167812347412,145.7306489944458,233.83236694335935,176.0294532775879,130.1775665283203,135.85325622558594,193.36627197265625,722.7092504501343,197.62491008855784,21237.42205634237,54677.575830333866,109.77229309082033,613.2619934082031,756.1658935546875,246.3101348876953,560.2325744628906,614.6743469238281,3.2200241533871337,26.0,15.0,8.0,4.0,1266.7373145824304,4062.859452633216,17064.677016730187,1,1,0,1
2008,Nord_DE,Germany,Oilseed_Rape,503550,3.921,6.05109969774882,13.41529369354248,22.56737200419108,13.030959129333496,1.1371868997812271,3.969344655672709,12.182816823323568,6.222452322642009,8.692319174607595,17.375094413757324,21.14488410949707,22.930258750915527,23.487154006958008,1.32856023311615,9.445949037869772,10.384555180867514,782.3087257146835,1563.7584972381592,167.1167812347412,145.7306489944458,233.83236694335935,176.0294532775879,130.1775665283203,135.85325622558594,193.36627197265625,722.7092504501343,197.62491008855784,21237.42205634237,54677.575830333866,109.77229309082033,613.2619934082031,756.1658935546875,246.3101348876953,560.2325744628906,614.6743469238281,3.2200241533871337,26.0,15.0,8.0,4.0,1266.7373145824304,4062.859452633216,17064.677016730187,1,1,0,1
2008,Nord_DE,Germany,Spring_Barley,68877,4.33,6.05109969774882,13.41529369354248,22.56737200419108,13.030959129333496,1.1371868997812271,3.969344655672709,12.182816823323568,6.222452322642009,8.692319174607595,17.375094413757324,21.14488410949707,22.930258750915527,23.487154006958008,1.32856023311615,9.445949037869772,10.384555180867514,782.3087257146835,1563.7584972381592,167.1167812347412,145.7306489944458,233.83236694335935,176.0294532775879,130.1775665283203,135.85325622558594,193.36627197265625,722.7092504501343,197.62491008855784,21237.42205634237,54677.575830333866,109.77229309082033,613.2619934082031,756.1658935546875,246.3101348876953,560.2325744628906,614.6743469238281,3.2200241533871337,26.0,15.0,8.0,4.0,1266.7373145824304,4062.859452633216,17064.677016730187,1,1,0,1
2008,Nord_DE,Germany,Wheat,894756,8.762,6.05109969774882,13.41529369354248,22.56737200419108,13.030959129333496,1.1371868997812271,3.969344655672709,12.182816823323568,6.222452322642009,8.692319174607595,17.375094413757324,21.14488410949707,22.930258750915527,23.487154006958008,1.32856023311615,9.445949037869772,10.384555180867514,782.3087257146835,1563.7584972381592,167.1167812347412,145.7306489944458,233.83236694335935,176.0294532775879,130.1775665283203,135.85325622558594,193.36627197265625,722.7092504501343,197.62491008855784,21237.42205634237,54677.575830333866,109.77229309082033,613.2619934082031,756.1658935546875,246.3101348876953,560.2325744628906,614.6743469238281,3.2200241533871337,26.0,15.0,8.0,4.0,1266.7373145824304,4062.859452633216,17064.677016730187,1,1,0,1
2008,Nord_DE,Germany,Winter_Barley,385083,7.128,6.05109969774882,13.41529369354248,22.56737200419108,13.030959129333496,1.1371868997812271,3.969344655672709,12.182816823323568,6.222452322642009,8.692319174607595,17.375094413757324,21.14488410949707,22.930258750915527,23.487154006958008,1.32856023311615,9.445949037869772,10.384555180867514,782.3087257146835,1563.7584972381592,167.1167812347412,145.7306489944458,233.83236694335935,176.0294532775879,130.1775665283203,135.85325622558594,193.36627197265625,722.7092504501343,197.62491008855784,21237.42205634237,54677.575830333866,109.77229309082033,613.2619934082031,756.1658935546875,246.3101348876953,560.2325744628906,614.6743469238281,3.2200241533871337,26.0,15.0,8.0,4.0,1266.7373145824304,4062.859452633216,17064.677016730187,1,1,0,1
2008,Ost_DE,Germany,Oats,29805,3.24,5.654439608256022,13.71836280822754,23.822014490763348,12.819746335347494,0.1309521297613779,3.8451300859451294,12.05453904469808,5.22872010866801,8.781746447086334,17.938276767730713,22.137425422668457,24.097980499267575,24.574108123779297,0.5632652044296265,9.87323272228241,11.767475446065268,790.3571802377701,1614.4449090957642,139.70713424682617,156.31070518493652,174.5338134765625,149.65959358215332,141.08001708984375,111.59812927246094,128.0634307861328,620.2112464904785,300.1229140482136,24433.03655541214,30462.05204667151,132.39742851257324,590.1608963012695,775.8887939453125,255.7175750732422,560.2310180664062,596.7828063964844,4.420167138047794,40.0,15.0,12.0,1.0,1372.680979899376,3130.8358514700667,18483.23409258613,1,1,0,1
2008,Ost_DE,Germany,Oilseed_Rape,571575,3.755,5.654439608256022,13.71836280822754,23.822014490763348,12.819746335347494,0.1309521297613779,3.8451300859451294,12.05453904469808,5.22872010866801,8.781746447086334,17.938276767730713,22.137425422668457,24.097980499267575,24.574108123779297,0.5632652044296265,9.87323272228241,11.767475446065268,790.3571802377701,1614.4449090957642,139.70713424682617,156.31070518493652,174.5338134765625,149.65959358215332,141.08001708984375,111.59812927246094,128.0634307861328,620.2112464904785,300.1229140482136,24433.03655541214,30462.05204667151,132.39742851257324,590.1608963012695,775.8887939453125,255.7175750732422,560.2310180664062,596.7828063964844,4.420167138047794,40.0,15.0,12.0,1.0,1372.680979899376,3130.8358514700667,18483.23409258613,1,1,0,1
2008,Ost_DE,Germany,Spring_Barley,100000,4.687,5.654439608256022,13.71836280822754,23.822014490763348,12.819746335347494,0.1309521297613779,3.8451300859451294,12.05453904469808,5.22872010866801,8.781746447086334,17.938276767730713,22.137425422668457,24.097980499267575,24.574108123779297,0.5632652044296265,9.87323272228241,11.767475446065268,790.3571802377701,1614.4449090957642,139.70713424682617,156.31070518493652,174.5338134765625,149.65959358215332,141.08001708984375,111.59812927246094,128.0634307861328,620.2112464904785,300.1229140482136,24433.03655541214,30462.05204667151,132.39742851257324,590.1608963012695,775.8887939453125,255.7175750732422,560.2310180664062,596.7828063964844,4.420167138047794,40.0,15.0,12.0,1.0,1372.680979899376,3130.8358514700667,18483.23409258613,1,1,0,1
2008,Ost_DE,Germany,Wheat,826359,7.804,5.654439608256022,13.71836280822754,23.822014490763348,12.819746335347494,0.1309521297613779,3.8451300859451294,12.05453904469808,5.22872010866801,8.781746447086334,17.938276767730713,22.137425422668457,24.097980499267575,24.574108123779297,0.5632652044296265,9.87323272228241,11.767475446065268,790.3571802377701,1614.4449090957642,139.70713424682617,156.31070518493652,174.5338134765625,149.65959358215332,141.08001708984375,111.59812927246094,128.0634307861328,620.2112464904785,300.1229140482136,24433.03655541214,30462.05204667151,132.39742851257324,590.1608963012695,775.8887939453125,255.7175750732422,560.2310180664062,596.7828063964844,4.420167138047794,40.0,15.0,12.0,1.0,1372.680979899376,3130.8358514700667,18483.23409258613,1,1,0,1
2008,Ost_DE,Germany,Winter_Barley,336088,6.715,5.654439608256022,13.71836280822754,23.822014490763348,12.819746335347494,0.1309521297613779,3.8451300859451294,12.05453904469808,5.22872010866801,8.781746447086334,17.938276767730713,22.137425422668457,24.097980499267575,24.574108123779297,0.5632652044296265,9.87323272228241,11.767475446065268,790.3571802377701,1614.4449090957642,139.70713424682617,156.31070518493652,174.5338134765625,149.65959358215332,141.08001708984375,111.59812927246094,128.0634307861328,620.2112464904785,300.1229140482136,24433.03655541214,30462.05204667151,132.39742851257324,590.1608963012695,775.8887939453125,255.7175750732422,560.2310180664062,596.7828063964844,4.420167138047794,40.0,15.0,12.0,1.0,1372.680979899376,3130.8358514700667,18483.23409258613,1,1,0,1
2008,Sued_DE,Germany,Oats,67546,4.982,5.351564089457194,13.411705334981283,23.0651003519694,12.420310179392496,-1.7045880556106567,3.556180059909821,11.723138809204102,4.035716265439987,8.483942697445553,17.394119580586754,21.53013324737549,23.12509536743164,23.629709243774418,-0.3583856225013733,9.855525275071464,11.3419615427653,763.5548427700996,1565.4707622528076,162.6642189025879,243.5914192199707,269.1227569580078,180.77218627929688,205.27770233154297,171.75440979003906,194.5911102294922,856.1505813598633,64.18357917882884,59336.77951759951,72427.05831267894,191.06065368652344,611.4113311767578,789.2859954833984,298.2890434265137,546.4589233398438,568.439453125,2.9219529830509527,64.0,19.0,16.0,2.0,2066.6156422516688,4681.153416384774,18204.960692228655,1,1,0,0
2008,Sued_DE,Germany,Oilseed_Rape,240958,3.568,5.351564089457194,13.411705334981283,23.0651003519694,12.420310179392496,-1.7045880556106567,3.556180059909821,11.723138809204102,4.035716265439987,8.483942697445553,17.394119580586754,21.53013324737549,23.12509536743164,23.629709243774418,-0.3583856225013733,9.855525275071464,11.3419615427653,763.5548427700996,1565.4707622528076,162.6642189025879,243.5914192199707,269.1227569580078,180.77218627929688,205.27770233154297,171.75440979003906,194.5911102294922,856.1505813598633,64.18357917882884,59336.77951759951,72427.05831267894,191.06065368652344,611.4113311767578,789.2859954833984,298.2890434265137,546.4589233398438,568.439453125,2.9219529830509527,64.0,19.0,16.0,2.0,2066.6156422516688,4681.153416384774,18204.960692228655,1,1,0,0
